Name,Value,Agility,Dribbling,Finishing,Shot power,Sprint speed,Interceptions,Marking
D. Baselli,16.5,79,80,67,76,70,68,58
A. Milik,18.0,68,71,86,83,75,36,29
Bernat,13.5,86,84,57,63,74,75,78
W. Orban,13.5,48,56,34,37,54,79,77
Rubén Pardo,16.0,76,79,66,72,68,64,53
K. Zouma,15.0,45,48,47,56,71,76,78
C. Kramer,13.0,67,71,45,53,53,79,76
S. Vrsaljko,13.5,67,72,44,75,81,79,77
Zé Luís,15.5,64,80,75,79,81,29,18
J. Stones,14.5,64,69,29,46,71,76,80
J. Vestergaard,14.5,30,49,34,81,46,81,74
Fernando,14.0,74,58,63,73,76,80,79
M. Depay,17.0,82,84,72,88,88,31,24
F. Fernández,10.0,48,39,26,27,48,82,82
S. Sané,12.5,60,67,36,76,68,80,72
N. Sansone,16.0,87,84,80,83,82,38,15
P. Ntep,16.0,85,84,72,79,90,28,22
F. Ghoulam,13.0,68,74,54,80,84,74,74
J. Murillo,13.5,78,58,37,68,76,78,80
V. Darida,14.5,83,79,72,76,65,71,62
Cédric,13.0,76,76,57,80,80,76,76
L. Tonelli,12.5,72,54,25,52,75,82,84
R. Saponara,16.0,71,83,64,72,78,30,26
D. Sidibé,13.0,68,76,70,69,82,76,75
Y. Konoplyanka,13.0,81,83,76,77,86,37,21
L. Digne,14.0,71,73,52,77,81,77,74
Paco Alcácer,17.5,76,72,81,80,73,26,26
Vicente Gómez,12.5,62,70,65,63,50,80,70
E. Çolak,15.5,86,80,75,72,71,45,35
N. Jørgensen,15.5,65,78,79,80,78,31,33
Oriol Romeu,13.0,60,59,25,60,52,84,73
Nolito,12.0,83,78,79,74,70,58,30
B. Martins Indi,13.5,53,53,38,56,59,78,78
M. Gabbiadini,16.5,73,80,82,84,74,18,18
P. Herrmann,15.0,85,82,75,77,87,29,27
F. Lejeune,13.5,60,55,50,72,54,81,76
J. Bruma,13.5,52,59,38,86,68,74,76
P. Jones,12.5,42,60,50,68,64,81,77
Adrián,8.0,53,15,16,40,44,25,14
Keko,16.0,78,83,69,67,78,59,24
H. Pérez,12.5,76,81,70,88,81,43,21
Jaume Costa,9.5,80,69,53,75,84,78,76
A. Areola,13.0,53,12,19,25,52,23,19
Escudero,10.5,75,67,42,81,78,81,75
Y. Mallı,15.5,83,82,75,64,75,46,33
S. Corchia,12.0,76,75,58,75,77,78,78
J. Kucka,11.5,75,77,65,86,69,80,72
J. Zoet,11.0,54,15,12,25,45,21,16
A. Ljajić,16.0,81,87,72,76,79,32,23
Canales,15.5,70,80,75,61,62,46,14
M. Hitz,8.5,45,13,27,38,46,23,15
Balenziaga,9.5,68,67,41,61,76,77,79
W. Bony,13.0,67,72,80,83,68,38,25
B. Hübner,10.5,47,58,20,52,55,79,82
F. Coquelin,12.0,74,72,41,71,67,85,77
Jonathas,13.0,59,72,80,85,77,28,24
G. Bou,14.5,74,79,80,80,76,39,19
V. Babacan,10.0,58,14,15,14,61,27,12
S. Doumbia,12.5,70,79,77,79,91,29,34
C. Noboa,9.5,77,77,65,75,73,78,77
I. Smolnikov,10.0,80,72,61,67,90,71,0
Maurício,10.0,57,50,42,56,69,78,80
M. Fabián,13.0,88,81,77,81,69,34,20
R. Zieler,10.0,43,12,10,21,50,21,11
A. Kolarov,8.0,63,78,55,91,67,80,74
Mariano,8.0,74,71,54,84,79,74,69
S. Feghouli,13.0,86,84,68,79,88,31,25
K. Papadopoulos,13.5,53,40,24,68,63,65,79
S. Wagner,12.5,53,65,83,85,65,19,15
P. Piatti,12.5,85,81,76,63,83,51,36
C. Yacob,10.0,59,66,58,63,38,82,75
A. Ogbonna,10.0,60,61,25,71,70,82,80
Roberto,7.5,68,12,14,36,48,24,15
N. Amrabat,12.0,88,83,74,81,80,54,47
W. Vainqueur,10.0,65,70,50,76,68,83,74
Marcelo,9.5,49,62,44,76,70,79,78
Antunes,9.0,78,74,56,87,82,80,74
Fabricio,10.0,64,25,14,25,63,26,18
S. Prödl,9.5,30,30,34,47,36,74,80
S. Tasci,9.5,59,63,33,64,66,79,0
F. Johnson,12.5,76,79,70,69,89,65,70
Bojan,15.0,84,77,70,76,75,29,20
P. Wernbloom,8.5,53,65,60,81,58,82,77
A. Ayew,13.0,86,78,73,75,75,52,49
D. Ospina,9.0,44,12,10,35,34,25,10
W. Reid,11.5,57,43,46,72,71,79,78
Lucas Leiva,9.5,70,69,23,71,41,84,77
Z. Junuzović,12.0,86,80,68,78,78,75,68
C. Ansaldi,9.0,79,80,57,60,83,75,78
D. Zurutuza,11.5,72,80,76,65,68,78,69
José Fonte,5.0,0,58,40,29,43,81,78
N. Şahin,10.0,76,80,61,72,50,81,65
Gervinho,0.0,88,83,72,69,92,39,13
G. dos Santos,13.0,88,79,78,80,86,28,21
R. Shawcross,10.0,62,42,53,44,51,80,79
J. Evans,10.0,50,39,28,42,65,81,78
S. Sirigu,8.0,52,15,10,20,51,20,16
A. Gyan,11.5,72,72,81,80,77,26,22
Y. Cabaye,11.0,71,71,69,78,63,77,70
Danilo,5.0,46,45,23,72,52,86,86
N. Pareja,5.0,45,59,51,77,35,80,77
S. Radu,9.0,70,66,55,79,72,85,85
D. Abraham,9.5,61,44,46,74,83,74,78
M. Krohn-Dehli,6.5,76,77,76,81,66,75,54
Jurado,11.0,80,83,77,76,69,40,19
B. Gomis,11.5,59,72,80,84,68,38,39
H. Herrera,14.0,66,75,64,81,74,79,74
Luisão,1.7,32,50,45,68,34,81,73
V. Berezutskiy,3.0,34,45,23,71,52,78,85
I. Akinfeev,7.5,53,15,13,24,50,17,17
I. Denisov,5.0,77,73,63,67,65,76,80
A. Samedov,10.0,78,74,74,73,80,42,52
Xabi Prieto,7.5,52,77,74,73,51,63,15
Negredo,11.5,67,71,80,85,63,32,36
A. Pyatov,6.5,58,12,9,19,44,23,12
P. Zabaleta,7.0,69,73,49,66,61,84,78
G. Ochoa,7.5,65,10,12,25,50,23,11
W. Caballero,3.0,39,12,11,23,47,19,15
Vágner Love,8.0,77,78,81,80,73,40,18
M. Vorm,6.5,67,18,14,23,58,28,15
D. Baier,5.0,77,75,52,68,51,84,71
Gomes,1.7,56,15,15,30,52,20,14
R. Adler,7.0,49,13,14,23,37,17,12
S. Sorrentino,0.85,52,12,10,21,40,25,11
T. Rosický,4.2,78,82,65,78,71,49,32
A. Pirlo,4.0,44,76,58,75,30,57,40
G. Barry,1.7,43,68,56,77,33,81,77
E. Belözoğlu,4.0,68,75,68,79,42,66,63
A. Lunev,9.0,36,15,14,24,54,20,15
André Silva,15.5,77,77,75,76,85,55,34
K. Dolberg,16.5,75,76,78,87,79,21,20
Yeray,12.0,55,53,41,69,69,85,73
C. Pulisic,16.5,91,86,71,72,90,30,28
L. Tousart,14.0,64,71,42,78,69,78,72
A. Onana,11.0,68,26,12,21,62,15,16
V. Koziello,14.5,86,76,66,65,75,77,75
N. Radoja,13.5,58,71,73,63,44,81,76
V. Rongier,14.0,79,79,65,74,55,72,75
O. Al Soma,10.5,69,71,80,84,73,43,35
F. Cervi,14.5,92,84,72,68,88,33,39
Jorge Meré,12.0,67,37,22,48,68,79,80
Jony,12.5,84,76,75,68,83,52,37
R. Karsdorp,12.0,65,76,53,80,87,67,74
Dani Ceballos,16.5,72,82,62,57,65,76,70
H. Lozano,14.5,92,83,72,75,93,53,25
Raúl,10.0,59,52,50,67,47,77,77
Pau López,10.0,40,18,19,21,52,16,12
M. Vecino,13.0,66,74,60,78,68,78,66
A. Sanabria,15.5,81,82,80,75,81,21,21
R. Battaglia,12.5,67,77,65,80,67,83,73
J. Izquierdo,13.0,90,83,71,80,93,37,18
T. Bongonda,14.5,86,80,69,79,81,30,17
Rúben Semedo,12.5,66,64,43,72,75,81,76
Rafa,14.0,91,83,65,71,92,43,23
Morales,10.0,79,85,75,74,88,58,43
Capa,11.5,76,75,56,81,87,69,69
M. Sportiello,9.5,55,19,18,19,38,29,19
D. Zapata,13.0,64,72,81,86,76,20,20
D. Benedetto,12.0,76,74,80,82,84,28,25
A. Ruiz,14.5,72,86,77,88,63,30,29
D. Laxalt,13.5,82,77,64,70,90,42,53
D. Origi,15.0,75,77,79,77,84,28,30
N. Stark,12.5,61,65,50,66,78,79,78
Hernâni,12.5,86,81,68,70,91,21,14
Iuri Medeiros,14.5,88,82,73,77,75,30,21
R. Gagliardini,14.5,65,76,55,75,70,79,70
Pedro Santos,10.0,85,80,73,76,87,34,23
Carles Gil,14.0,75,81,72,63,70,40,36
Paulo Oliveira,11.0,54,60,25,61,68,79,78
A. Szymanowski,10.5,84,78,77,68,86,28,33
Bruno Peres,11.0,83,80,53,85,92,74,73
K. Wimmer,12.0,59,63,21,40,62,78,78
Tiago Volpi,8.5,63,16,14,70,58,15,17
F. Kostić,14.0,76,83,64,77,87,32,29
A. Samaris,8.5,60,70,58,77,60,82,75
A. Doucouré,12.0,60,78,70,75,69,78,70
G. Pizarro,10.0,61,69,59,66,56,80,72
M. Ginter,11.5,56,61,51,78,72,78,76
J. Lingard,13.0,85,79,72,76,83,53,52
M. Weiser,12.0,85,85,63,58,84,75,68
D. Cheryshev,12.0,76,80,74,80,82,61,52
Bigas,11.0,65,44,49,62,73,78,78
D. Heintz,11.5,53,46,23,49,68,76,78
B. Davies,11.0,72,73,55,60,74,76,80
L. Castro,10.5,78,80,58,77,78,73,58
J. Ward-Prowse,15.0,74,71,61,74,65,65,55
T. Inui,10.0,94,88,68,68,79,44,30
M. Sabitzer,13.5,79,76,77,83,79,40,23
B. Mendy,13.0,68,76,33,68,84,76,73
R. Jiménez,12.5,76,74,75,78,77,41,29
E. Sala,12.5,63,73,79,79,67,61,28
B. Reynet,8.5,43,11,17,18,45,16,14
M. Niang,14.5,83,84,70,86,92,30,16
K. Fortounis,13.5,81,80,72,74,77,32,38
Pozuelo,13.0,76,77,64,64,57,62,47
Joãozinho,10.5,93,76,74,73,90,57,59
P. Kadeřábek,11.0,68,74,56,66,84,69,74
T. Vilhena,14.0,76,77,62,80,69,73,60
M. Elyounoussi,14.0,86,80,69,76,82,36,39
L. Bittencourt,13.5,92,82,65,70,79,52,54
Sergi Darder,14.0,76,77,56,74,51,69,62
D. Demme,11.0,88,71,21,64,53,79,63
V. Eysseric,12.5,76,79,77,78,72,34,46
G. Ramírez,13.0,83,80,74,77,70,32,31
David López,8.5,52,64,65,77,62,78,75
C. Tătăruşanu,6.5,59,16,15,14,47,26,16
M. Badelj,10.5,67,70,54,72,60,80,70
A. Mandi,11.5,78,64,41,52,69,80,75
Ismaily,8.5,75,73,60,75,80,76,75
A. Marchesín,8.0,68,24,14,12,52,15,14
L. Teodorczyk,12.5,63,67,82,77,74,24,13
Marafona,6.5,49,22,18,38,37,21,12
B. Lecomte,9.5,36,11,11,18,40,24,11
N. Chadli,11.0,65,83,76,81,78,43,37
S. Rode,10.5,72,72,55,75,65,80,76
M. van Ginkel,13.5,74,76,78,75,75,67,55
André André,10.5,74,79,69,75,69,77,62
J. Guidetti,13.5,65,76,79,85,65,34,20
Danilo,10.5,73,73,61,85,80,81,72
V. Aboubakar,13.5,75,80,74,78,83,33,12
C. Aránguiz,10.5,81,74,64,80,73,73,54
Raúl Navas,9.0,55,25,36,72,51,72,78
K. Mbodj,10.0,51,63,45,78,78,71,73
Rodrigo,13.0,81,80,74,80,92,31,26
R. Funes Mori,13.0,79,75,82,74,76,49,47
M. Höger,10.5,62,74,65,80,54,81,79
N. Lodeiro,10.5,78,78,65,71,69,42,39
D. Caligiuri,10.0,78,81,69,78,78,52,42
S. Verdi,13.0,92,84,56,78,86,36,20
E. Pérez,9.0,76,67,66,79,67,80,71
T. Gutiérrez,8.5,76,78,80,78,65,25,13
C. Austin,11.0,65,66,82,83,66,47,31
E. Berisha,8.5,33,12,13,24,28,22,14
G. Gillet,4.2,66,72,75,73,66,77,72
L. López,5.5,82,76,77,77,83,59,25
A. Townsend,12.5,82,82,72,82,84,21,39
D. Heintz,11.5,53,46,23,49,68,76,78
Pozuelo,13.0,76,77,64,64,57,62,47
T. Vermaelen,7.0,60,55,52,78,67,73,75
I. Abate,7.5,75,77,38,68,88,76,72
J. Briand,9.5,79,75,79,77,79,42,43
M. Sabitzer,13.5,79,76,77,83,79,40,23
Capa,11.5,76,75,56,81,87,69,69
J. Toulalan,4.2,57,65,27,75,36,82,68
Bruno Alves,2.4,68,68,62,83,52,69,78
T. Howard,0.7000000000000001,38,13,13,26,39,17,11
M. Barovero,5.0,32,19,13,14,35,16,14
C. Aránguiz,10.5,81,74,64,80,73,73,54
V. Rongier,14.0,79,79,65,74,55,72,75
Joaquín,4.5,71,85,74,74,65,35,29
J. Lingard,13.0,85,79,72,76,83,53,52
S. Bocchetti,7.5,68,57,45,76,64,77,79
A. Marchesín,8.0,68,24,14,12,52,15,14
Muniain,14.0,87,81,73,61,78,45,33
Danilo,10.5,73,73,61,85,80,81,72
C. Gentner,9.0,52,70,73,79,50,77,70
O. Al Soma,10.5,69,71,80,84,73,43,35
F. Gago,7.0,72,71,47,76,66,78,73
Bigas,11.0,65,44,49,62,73,78,78
D. Origi,15.0,75,77,79,77,84,28,30
D. Cheryshev,12.0,76,80,74,80,82,61,52
R. van Persie,6.5,69,81,76,83,63,34,23
M. Layún,8.0,74,75,67,80,78,78,72
V. Eysseric,12.5,76,79,77,78,72,34,46
Sergi Darder,14.0,76,77,56,74,51,69,62
D. Laxalt,13.5,82,77,64,70,90,42,53
Tiago Volpi,8.5,63,16,14,70,58,15,17
Morales,10.0,79,85,75,74,88,58,43
V. Aboubakar,13.5,75,80,74,78,83,33,12
A. Szymanowski,10.5,84,78,77,68,86,28,33
N. Nkoulou,10.0,67,64,33,58,71,75,79
S. Ignashevich,1.4,63,46,50,83,34,79,84
Ismaily,8.5,75,73,60,75,80,76,75
Pau López,10.0,40,18,19,21,52,16,12
Rafinha,7.0,81,74,37,61,69,77,80
L. Tousart,14.0,64,71,42,78,69,78,72
J. Terry,1.4,42,45,46,61,34,79,81
P. Skjelbred,7.5,78,77,46,56,66,81,66
I. Afellay,9.0,76,80,71,75,74,62,36
N. Lombaerts,6.0,55,55,38,67,44,79,81
Granero,10.0,69,78,69,78,55,72,54
J. Baumgartlinger,8.0,65,65,39,73,73,78,75
R. Palacio,4.8,78,82,80,70,78,39,31
Miguel Lopes,7.5,68,72,40,70,77,77,71
Susaeta,10.0,69,81,69,77,74,43,16
Hilton,0.7000000000000001,60,65,45,55,42,80,79
Y. M'Vila,10.5,73,73,56,68,72,81,73
Pedro Santos,10.0,85,80,73,76,87,34,23
Hernâni,12.5,86,81,68,70,91,21,14
V. Koziello,14.5,86,76,66,65,75,77,75
J. Guidetti,13.5,65,76,79,85,65,34,20
Borja Bastón,14.0,62,69,78,81,66,23,14
J. Farfán,8.0,75,78,75,81,83,39,17
J. Montero,11.0,84,83,65,76,90,25,24
A. Mandi,11.5,78,64,41,52,69,80,75
K. Mbodj,10.0,51,63,45,78,78,71,73
M. Badelj,10.5,67,70,54,72,60,80,70
R. Battaglia,12.5,67,77,65,80,67,83,73
M. Ruben,10.0,71,72,83,75,76,46,31
M. Borriello,4.8,67,69,83,80,65,24,18
Rodrigo,13.0,81,80,74,80,92,31,26
R. Gagliardini,14.5,65,76,55,75,70,79,70
Eliseu,4.0,75,73,59,89,77,75,74
F. Kostić,14.0,76,83,64,77,87,32,29
A. Onana,11.0,68,26,12,21,62,15,16
Mosquera,8.0,69,65,58,61,48,80,59
Rochina,12.5,67,79,70,82,72,54,20
André André,10.5,74,79,69,75,69,77,62
Rúben Semedo,12.5,66,64,43,72,75,81,76
K. Fortounis,13.5,81,80,72,74,77,32,38
S. Ryzhikov,1.4,59,15,13,20,35,23,14
A. N'Diaye,10.0,60,65,46,73,76,80,75
B. Reynet,8.5,43,11,17,18,45,16,14
Y. Gourcuff,10.0,77,82,64,76,66,52,46
K. Asamoah,8.0,85,82,55,84,76,78,72
R. Bobadilla,10.0,66,80,77,83,76,27,21
R. Hamouma,10.0,82,79,79,77,78,39,42
C. Pulisic,16.5,91,86,71,72,90,30,28
M. Fernández,9.0,79,89,62,80,73,60,52
K. Honda,9.0,75,83,60,84,76,44,44
Raúl Navas,9.0,55,25,36,72,51,72,78
A. Dzyuba,10.5,50,71,77,79,65,30,25
B. Yılmaz,9.5,72,69,82,85,81,33,20
J. Holebas,4.0,74,73,57,85,81,68,78
K. Casteels,9.0,50,14,15,21,46,16,12
Javi García,7.5,62,66,59,82,66,78,78
D. Caligiuri,10.0,78,81,69,78,78,52,42
Fontàs,10.0,55,58,45,58,30,81,78
K. Vermeer,6.5,64,23,13,24,55,25,15
Jony,12.5,84,76,75,68,83,52,37
C. Tosun,12.5,76,74,78,80,73,31,13
M. Höger,10.5,62,74,65,80,54,81,79
S. Dann,7.5,49,38,40,52,45,80,77
Rafa,14.0,91,83,65,71,92,43,23
Y. Bolasie,10.5,82,87,64,81,87,31,27
D. Glushakov,7.5,67,74,73,85,68,74,77
Juanfran,8.0,76,71,57,79,81,78,72
K. Trippier,10.0,77,75,45,77,77,74,77
Guilherme,6.5,54,16,11,22,40,21,14
A. Ramos,9.5,75,74,78,76,83,43,23
M. Bradley,8.0,69,76,61,78,68,71,71
Souza,9.5,69,71,65,77,71,77,75
T. Mangani,9.5,68,71,66,78,62,75,71
N. Stark,12.5,61,65,50,66,78,79,78
Rafael,9.0,77,77,49,72,78,75,75
Carles Gil,14.0,75,81,72,63,70,40,36
Adriano,5.5,77,81,59,88,74,78,74
B. Mee,10.0,66,63,27,60,66,77,78
M. Ginter,11.5,56,61,51,78,72,78,76
Paulo Oliveira,11.0,54,60,25,61,68,79,78
C. Dempsey,5.0,67,79,79,82,65,29,29
R. Funes Mori,13.0,79,75,82,74,76,49,47
M. Weiser,12.0,85,85,63,58,84,75,68
H. Briceldo,10.0,55,73,74,84,81,32,28
B. Moukandjo,0.0,83,79,80,78,91,32,25
Juanmi,12.5,79,80,80,70,78,23,25
L. Kalinić,7.0,26,17,12,25,39,23,13
N. Subotić,7.0,52,39,29,81,65,76,80
N. Blandi,10.5,79,65,82,75,65,41,33
P. De Blasis,8.5,93,83,71,75,75,28,37
M. Phillips,10.5,78,82,69,80,86,28,29
M. Braithwaite,11.0,86,76,77,77,86,31,32
A. Lafont,11.5,55,14,6,23,45,17,5
D. Reyes,10.0,68,67,44,49,66,79,79
Iván Ramis,5.0,54,53,54,76,38,81,74
V. Behrami,5.0,70,69,56,76,63,75,69
G. Hoarau,5.5,59,70,82,74,52,34,45
T. Barnetta,7.0,80,79,64,76,71,61,51
E. Choupo-Moting,9.0,76,86,75,77,78,38,26
Jesé,11.5,85,81,71,73,80,33,16
J. Pinola,2.7,64,64,38,72,70,73,80
Luís Hernández,8.0,69,59,37,70,72,82,76
Jonny,10.0,75,65,28,66,79,76,80
B. Dočkal,0.0,67,77,69,78,66,54,38
Raphaelito Anjos,6.0,34,9,8,21,42,23,12
M. Carcela-González,9.0,87,86,72,69,80,39,25
L. Pavoletti,9.0,65,66,83,80,67,24,20
D. Bonera,1.2,38,41,23,60,33,81,81
Marcelo,7.5,65,41,24,39,70,77,76
Dalbert,10.5,83,79,59,72,91,71,73
G. McAuley,1.2,33,27,50,44,31,77,78
A. Halilović,13.0,78,81,61,58,74,55,26
N. Amiri,13.0,84,83,65,70,69,60,45
I. Popov,8.5,74,74,72,79,78,49,39
N. Burdisso,1.2,50,40,34,24,55,77,79
W. Hoolahan,3.9,79,82,67,71,59,35,28
Sidney Pessinho,8.0,51,72,56,73,72,76,77
A. Potuk,11.0,89,82,66,74,86,46,46
F. Pogba,9.0,57,54,21,77,69,77,75
M. Andújar,4.5,40,16,11,25,45,20,11
D. Boyko,6.0,58,16,18,38,48,12,9
A. Carrillo,10.5,80,79,71,76,83,34,19
M. Andreolli,6.0,59,49,16,59,65,78,80
Bruno,9.0,30,34,23,66,39,74,79
O. Duarte,7.0,55,48,26,47,69,74,78
Rúben Neves,12.0,68,73,62,78,66,75,70
Jozabed,11.0,70,72,73,71,65,69,57
P. Pérez,7.5,74,69,61,69,71,71,66
Gazzolisco,6.5,67,71,54,84,82,67,77
Pacheco,8.0,62,13,16,21,44,26,13
M. Gamonales,6.5,79,76,69,72,76,72,70
Ronaldo Esler,6.5,86,76,45,78,86,71,68
Vitor Hugo,9.0,43,39,26,49,70,76,80
T. Arslan,9.5,74,80,64,82,73,68,55
J. Veretout,12.0,69,75,73,77,64,68,63
D. Pabón,8.5,82,79,77,86,86,44,39
Juan Jesus,7.5,68,60,20,62,79,78,75
E. Durm,9.0,77,64,50,66,83,76,70
G. Imbula,11.5,72,84,51,79,71,64,60
Luis Alberto,12.0,66,79,73,68,60,28,24
M. Risse,9.5,74,77,73,84,79,72,65
Luís Neto,7.0,69,49,33,42,59,81,80
B. Ruíz,8.0,74,85,65,77,66,49,36
Jordi Amat,10.5,59,50,34,75,72,71,78
S. Kapino,9.0,55,14,13,20,43,14,20
J. Ďurica,2.1,58,54,30,83,33,78,78
B. Stambouli,9.0,76,66,50,65,65,78,72
F. Armani,5.5,36,19,11,20,34,20,14
C. Kaboré,7.0,73,66,53,74,70,77,75
A. Rukavina,3.4,67,65,36,63,76,80,76
P. Kimpembe,12.0,65,60,31,47,69,78,78
Sergio León,9.0,82,75,82,75,76,35,26
M. Elneny,10.0,67,68,57,71,61,76,70
D. Torres,8.5,70,71,55,73,57,82,63
S. Okazaki,8.0,83,77,74,77,73,45,35
C. Jallet,3.4,74,70,57,73,72,75,78
Y. Salibur,10.5,82,78,73,78,84,48,36
N. Redmond,13.0,91,83,69,71,86,22,18
A. Song,7.0,65,74,55,68,65,75,74
Andreas Pereira,14.0,81,82,68,76,72,65,68
Castán,6.5,52,53,21,63,65,80,79
K. Huntelaar,5.5,54,67,80,80,57,27,20
T. Partey,10.5,73,76,60,76,78,75,65
Mário Rui,8.5,88,71,27,69,84,73,72
André Pinto,8.5,37,44,34,68,50,77,77
L. Rémy,8.5,75,73,78,76,77,48,23
Badou Ndiaye,11.0,79,79,74,78,85,60,60
O. Kıvrak,6.0,67,25,10,23,60,25,18
A. Bertolacci,11.0,79,79,62,78,76,70,60
A. Belenov,5.5,44,14,11,17,47,21,18
A. Živković,14.0,87,80,67,73,84,33,28
M. Lemina,12.0,74,80,55,78,78,70,62
Iraizoz,1.2,28,11,12,20,33,23,13
D. Da Silva,8.0,60,42,25,28,66,78,78
D. Benaglio,4.5,44,16,12,22,44,22,10
T. Rincón,8.5,75,76,45,77,72,80,74
Y. Ōsako,10.5,80,80,72,75,76,31,28
L. Sané,6.5,54,61,32,69,67,74,75
Gil,0.0,41,51,28,69,67,78,78
J. King,11.5,78,77,82,78,92,33,22
Bastos,10.0,62,55,30,49,73,79,78
J. Quintero,12.0,90,84,64,83,72,35,18
A. Meier,4.7,43,72,81,83,40,50,30
G. Nkoudou,12.0,85,79,71,72,91,21,35
Montoya,9.0,79,69,50,83,83,78,76
L. Dalsaro,8.0,51,72,56,73,72,76,77
K. Källström,4.3,53,70,62,84,37,70,58
T. Vaclík,7.0,32,14,14,20,35,22,19
M. Politano,12.0,90,83,69,68,79,25,12
M. Zárate,8.5,87,86,78,80,75,38,22
G. İnler,3.6,60,72,56,85,51,76,70
M. Albrighton,9.5,79,77,69,72,79,56,41
A. Gray,11.0,78,72,80,80,89,33,22
Marçal,7.0,75,74,57,76,78,75,71
M. Ryan,8.0,53,13,11,35,52,23,16
A. Gamberini,2.1,54,54,29,69,68,83,83
Yoel,6.0,40,13,14,23,43,19,10
S. Widmer,10.0,76,77,58,76,84,67,72
J. Aquino,9.5,91,80,64,74,91,34,22
S. Gentiletti,5.0,61,59,13,78,69,78,77
C. Sánchez,6.0,63,70,48,72,68,78,68
M. Sissoko,9.5,70,78,72,85,78,76,69
G. Defrel,11.0,82,84,78,78,87,37,18
T. Krul,7.0,63,13,11,23,35,22,15
R. Martínez,4.3,73,71,68,73,61,55,53
J. Geis,9.5,67,64,51,90,43,74,73
P. Verhaegh,3.4,69,72,42,66,69,81,77
B. Jones,2.1,25,18,17,24,55,23,11
H. Nordtveit,8.5,61,64,40,72,64,75,77
R. Steffen,11.0,91,77,69,75,89,19,26
Bruno Varela,9.0,37,19,16,19,41,17,14
M. Hasebe,3.6,73,67,45,54,61,77,77
J. Córdoba,12.0,66,74,69,86,84,49,28
L. Schøne,7.5,72,74,70,83,55,81,50
R. Rosales,7.0,86,77,51,73,78,73,66
N. De Préville,11.0,80,79,79,77,82,45,25
Marcos Llorente,12.0,55,68,39,58,54,80,64
Y. Chará,10.5,93,79,77,70,91,42,29
S. Torrico,0.6,32,17,20,24,49,21,14
Wallace,11.5,46,45,21,40,71,76,78
J. Toornstra,9.0,67,75,76,82,73,40,49
Pedro Obiang,10.0,71,74,50,74,69,76,70
A. Boruc,0.6,40,14,11,21,39,25,13
V. Chiricheş,7.5,57,59,56,82,68,79,79
S. Hanni,10.5,77,79,74,76,74,51,30
C. Théréau,4.5,67,79,81,78,77,25,16
D. Rolán,11.5,75,79,79,75,77,24,33
Pedro Henrique,10.0,42,54,35,68,50,78,75
Bruno Gaspar,10.0,84,78,57,68,85,71,72
Cristian Tello,10.5,83,82,68,78,90,26,20
Formosandrinho,10.0,79,72,76,85,81,23,16
S. Haller,12.0,64,72,79,77,78,30,35
Claudio Coíntra,5.5,86,75,73,74,74,32,20
M. Uth,11.5,74,77,78,81,75,39,26
F. Sørensen,9.5,51,65,18,67,67,73,77
J. Van Damme,3.6,59,65,50,77,69,72,72
L. Britton,2.7,76,76,55,51,46,73,70
I. Khune,5.5,67,29,16,20,35,24,12
V. Grifo,11.5,83,84,71,80,72,45,23
T. Cairney,11.0,80,75,67,75,69,58,60
Sandro,13.5,85,75,84,80,75,33,15
F. Delph,10.0,89,83,63,80,72,75,63
J. Veltman,8.5,67,68,50,60,68,80,78
A. Dragović,9.0,66,62,41,69,74,81,76
D. Pröpper,11.0,72,72,65,82,68,62,55
J. Pickford,10.0,33,14,19,31,41,24,14
L. Cattermole,7.0,64,64,49,74,65,77,72
Luisinho,4.9,73,77,49,59,68,77,74
Vitinho,12.5,83,83,78,81,80,45,28
Z. Feddal,8.5,48,56,40,67,62,81,78
Vallejo,11.5,69,56,44,49,77,80,80
Rafael Carioca,9.0,75,73,56,76,77,78,76
David García,2.1,57,49,50,49,55,74,78
Javi Varas,3.6,64,14,15,23,65,16,13
J. Allen,10.0,78,75,68,63,60,76,68
A. Younes,11.5,86,88,62,55,75,30,25
L. Hernández,13.5,69,46,36,62,64,76,74
A. Mooy,10.5,71,74,69,71,70,70,61
Campaña,10.0,68,75,64,77,66,75,70
Vieirinha,8.0,84,83,73,75,74,72,65
Wendell,9.5,78,78,37,60,86,76,68
R. Weidenfeller,1.2,28,12,11,25,24,13,11
J. Hofmann,11.5,79,79,69,67,79,47,34
Timor,8.5,55,64,44,85,58,78,64
H. Arter,10.0,75,72,70,76,67,71,64
M. Lemos,10.5,70,68,51,69,70,80,78
Louri Beretta,10.0,55,73,74,84,81,32,28
F. Caicedo,9.0,61,72,72,84,74,43,42
S. Sturaro,11.5,75,76,55,78,76,74,72
Pablo Fornals,14.0,75,74,72,51,58,75,68
Sergi Gómez,10.5,53,56,35,45,36,80,76
P. Jansson,9.0,53,62,29,68,69,76,79
A. Berezutskiy,2.1,33,50,33,73,55,75,81
L. Pellegrini,13.0,68,76,60,74,75,70,68
A. Masiello,6.0,61,54,23,63,62,80,79
M. Ekici,9.5,81,78,65,85,75,65,58
A. Nyom,6.5,50,68,27,74,78,75,77
F. Roncaglia,6.5,65,59,38,80,70,80,75
P. Hidalgado,10.0,79,72,76,85,81,23,16
J. De Guzmán,8.5,79,80,68,84,78,49,48
M. Gradel,8.5,84,82,73,73,85,51,38
M. Debuchy,6.0,74,72,59,74,68,74,78
