Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
K. Bellarabi,27,RM ,48.0,48.0,48.0,58.0,58.0,63.0,63.0,57.0,57.0,57.0,72.0,72.0,72.0,80.0,80.0,80.0,80.0,80.0,82.0,82.0,81.0,81.0,77.0,77.0,81.0,77.0,Máximo potencial,71.55
R. Sterling,22,LM RM RW ,53.0,53.0,53.0,64.0,64.0,67.0,67.0,61.0,61.0,61.0,74.0,74.0,74.0,81.0,81.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,74.0,74.0,80.0,74.0,Máximo potencial,73.36
E. Dier,23,CM CDM CB ,81.0,81.0,81.0,77.0,77.0,76.0,76.0,78.0,78.0,78.0,72.0,72.0,72.0,69.0,69.0,68.0,68.0,68.0,66.0,66.0,67.0,67.0,68.0,68.0,67.0,68.0,Máximo potencial,72.0
H. Son,24,ST RM LM ,43.0,43.0,43.0,54.0,54.0,59.0,59.0,54.0,54.0,54.0,73.0,73.0,73.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,80.0,80.0,82.0,80.0,Máximo potencial,71.45
G. Xhaka,24,CDM CM ,73.0,73.0,73.0,71.0,71.0,73.0,73.0,79.0,79.0,79.0,80.0,80.0,80.0,72.0,72.0,75.0,75.0,75.0,70.0,70.0,73.0,73.0,69.0,69.0,73.0,69.0,Máximo potencial,76.91
Jonathan Viera,27,CAM LM CM ,60.0,60.0,60.0,68.0,68.0,72.0,72.0,70.0,70.0,70.0,81.0,81.0,81.0,82.0,82.0,83.0,83.0,83.0,82.0,82.0,81.0,81.0,75.0,75.0,81.0,75.0,Máximo potencial,78.73
Pizzi,27,RM CM ,64.0,64.0,64.0,71.0,71.0,74.0,74.0,74.0,74.0,74.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,81.0,81.0,81.0,81.0,75.0,75.0,81.0,75.0,Máximo potencial,79.55
G. Medel,29,CB CDM ,80.0,80.0,80.0,78.0,78.0,77.0,77.0,80.0,80.0,80.0,74.0,74.0,74.0,68.0,68.0,68.0,68.0,68.0,65.0,65.0,65.0,65.0,62.0,62.0,65.0,62.0,Máximo potencial,72.91
X. Shaqiri,25,RW RM ,55.0,55.0,55.0,64.0,64.0,68.0,68.0,66.0,66.0,66.0,77.0,77.0,77.0,80.0,80.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,74.0,74.0,80.0,74.0,Máximo potencial,75.64
J. Cuadrado,29,RM ,65.0,65.0,65.0,72.0,72.0,74.0,74.0,69.0,69.0,69.0,75.0,75.0,75.0,80.0,80.0,79.0,79.0,79.0,81.0,81.0,80.0,80.0,76.0,76.0,80.0,76.0,Máximo potencial,75.36
Douglas Costa,26,RM LM ,46.0,46.0,46.0,57.0,57.0,61.0,61.0,57.0,57.0,57.0,73.0,73.0,73.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,76.0,76.0,80.0,76.0,Máximo potencial,71.82
Iborra,29,CAM CM CDM ,81.0,81.0,81.0,74.0,74.0,74.0,74.0,81.0,81.0,81.0,78.0,78.0,78.0,71.0,71.0,73.0,73.0,73.0,69.0,69.0,73.0,73.0,75.0,75.0,73.0,75.0,Máximo potencial,76.18
V. Wanyama,26,CM CDM ,82.0,82.0,82.0,78.0,78.0,78.0,78.0,81.0,81.0,81.0,75.0,75.0,75.0,72.0,72.0,72.0,72.0,72.0,70.0,70.0,71.0,71.0,72.0,72.0,71.0,72.0,Máximo potencial,75.27
Taison,29,CAM LM ,55.0,55.0,55.0,63.0,63.0,66.0,66.0,64.0,64.0,64.0,76.0,76.0,76.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,81.0,81.0,77.0,77.0,81.0,77.0,Máximo potencial,75.0
Marlos,29,RM ,56.0,56.0,56.0,64.0,64.0,68.0,68.0,65.0,65.0,65.0,77.0,77.0,77.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,81.0,81.0,76.0,76.0,81.0,76.0,Máximo potencial,75.82
L. Stindl,28,CAM CF ,68.0,68.0,68.0,71.0,71.0,73.0,73.0,74.0,74.0,74.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,80.0,80.0,82.0,82.0,80.0,80.0,82.0,80.0,Máximo potencial,78.64
A. Ramsey,26,RM CDM CM ,69.0,69.0,69.0,73.0,73.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,79.0,79.0,79.0,79.0,79.0,78.0,78.0,78.0,78.0,75.0,75.0,78.0,75.0,Máximo potencial,78.18
G. Sigurðsson,27,LM CAM ,59.0,59.0,59.0,66.0,66.0,69.0,69.0,67.0,67.0,67.0,78.0,78.0,78.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,77.0,77.0,79.0,77.0,Máximo potencial,75.91
Y. Brahimi,27,LM ,45.0,45.0,45.0,56.0,56.0,61.0,61.0,57.0,57.0,57.0,75.0,75.0,75.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,80.0,80.0,73.0,73.0,80.0,73.0,Máximo potencial,72.64
M. Arnautović,28,LW RM LM ,63.0,63.0,63.0,64.0,64.0,68.0,68.0,68.0,68.0,68.0,77.0,77.0,77.0,80.0,80.0,79.0,79.0,79.0,80.0,80.0,79.0,79.0,78.0,78.0,79.0,78.0,Máximo potencial,75.64
J. Henderson,27,CM CDM ,77.0,77.0,77.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,81.0,78.0,78.0,78.0,78.0,78.0,76.0,76.0,76.0,76.0,74.0,74.0,76.0,74.0,Máximo potencial,79.64
M. Kruse,29,CAM ST CF ,52.0,52.0,52.0,59.0,59.0,64.0,64.0,63.0,63.0,63.0,79.0,79.0,79.0,82.0,82.0,83.0,83.0,83.0,82.0,82.0,82.0,82.0,80.0,80.0,82.0,80.0,Máximo potencial,76.27
L. Fejsa,28,CM CDM ,80.0,80.0,80.0,74.0,74.0,74.0,74.0,80.0,80.0,80.0,72.0,72.0,72.0,65.0,65.0,66.0,66.0,66.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,Máximo potencial,71.27
G. Wijnaldum,26,CAM CM ,70.0,70.0,70.0,74.0,74.0,75.0,75.0,74.0,74.0,74.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,80.0,80.0,81.0,81.0,78.0,78.0,81.0,78.0,Máximo potencial,78.64
Beñat,30,CM ,68.0,68.0,68.0,71.0,71.0,73.0,73.0,76.0,76.0,76.0,81.0,81.0,81.0,77.0,77.0,78.0,78.0,78.0,75.0,75.0,76.0,76.0,72.0,72.0,76.0,72.0,Máximo potencial,78.09
L. Bender,28,CM CDM ,80.0,80.0,80.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,77.0,77.0,77.0,73.0,73.0,73.0,73.0,73.0,71.0,71.0,72.0,72.0,71.0,71.0,72.0,71.0,Máximo potencial,76.0
A. Witsel,28,CAM CDM CM ,76.0,76.0,76.0,76.0,76.0,77.0,77.0,79.0,79.0,79.0,80.0,80.0,80.0,78.0,78.0,79.0,79.0,79.0,78.0,78.0,78.0,78.0,77.0,77.0,78.0,77.0,Máximo potencial,79.09
G. Castro,30,RM CDM CM ,72.0,72.0,72.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,81.0,81.0,81.0,79.0,79.0,80.0,80.0,80.0,79.0,79.0,78.0,78.0,73.0,73.0,78.0,73.0,Máximo potencial,79.55
S. Nasri,30,RM CM LM ,48.0,48.0,48.0,60.0,60.0,64.0,64.0,60.0,60.0,60.0,76.0,76.0,76.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,80.0,80.0,74.0,74.0,80.0,74.0,Máximo potencial,73.73
João Moutinho,30,CAM CDM CM ,71.0,71.0,71.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,80.0,80.0,80.0,78.0,78.0,79.0,79.0,79.0,78.0,78.0,77.0,77.0,75.0,75.0,77.0,75.0,Máximo potencial,78.27
A. Turan,30,LW RW CM ,68.0,68.0,68.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,76.0,76.0,80.0,76.0,Máximo potencial,77.82
Fernandinho,32,RB CM CDM ,77.0,77.0,77.0,77.0,77.0,78.0,78.0,80.0,80.0,80.0,79.0,79.0,79.0,76.0,76.0,77.0,77.0,77.0,75.0,75.0,75.0,75.0,73.0,73.0,75.0,73.0,Cercano al retiro,78.18
S. Lichtsteiner,33,RM RB ,79.0,79.0,79.0,80.0,80.0,80.0,80.0,78.0,78.0,78.0,74.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,72.0,72.0,70.0,70.0,68.0,68.0,70.0,68.0,Cercano al retiro,74.27
Gelson Martins,22,LM RM ,52.0,52.0,52.0,64.0,64.0,68.0,68.0,60.0,60.0,60.0,73.0,73.0,73.0,80.0,80.0,79.0,79.0,79.0,81.0,81.0,79.0,79.0,73.0,73.0,79.0,73.0,Máximo potencial,72.36
Malcom,20,RM RW ,42.0,42.0,42.0,53.0,53.0,58.0,58.0,54.0,54.0,54.0,73.0,73.0,73.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,79.0,79.0,76.0,76.0,79.0,76.0,Joven promesa,71.0
J. Weigl,21,CM CDM ,74.0,74.0,74.0,77.0,77.0,77.0,77.0,80.0,80.0,80.0,79.0,79.0,79.0,73.0,73.0,74.0,74.0,74.0,70.0,70.0,69.0,69.0,63.0,63.0,69.0,63.0,Joven promesa,76.82
M. Brozović,24,CDM CM ,70.0,70.0,70.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,80.0,80.0,80.0,78.0,78.0,79.0,79.0,79.0,78.0,78.0,78.0,78.0,74.0,74.0,78.0,74.0,Máximo potencial,78.27
Dani García,27,CDM ,73.0,73.0,73.0,71.0,71.0,73.0,73.0,80.0,80.0,80.0,77.0,77.0,77.0,68.0,68.0,70.0,70.0,70.0,65.0,65.0,67.0,67.0,63.0,63.0,67.0,63.0,Máximo potencial,74.27
A. Christensen,21,CDM CB ,80.0,80.0,80.0,76.0,76.0,74.0,74.0,77.0,77.0,77.0,67.0,67.0,67.0,64.0,64.0,62.0,62.0,62.0,60.0,60.0,58.0,58.0,55.0,55.0,58.0,55.0,Joven promesa,67.82
J. Kimmich,22,CDM CB CM RB ,76.0,76.0,76.0,80.0,80.0,81.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,78.0,78.0,78.0,78.0,78.0,77.0,77.0,74.0,74.0,77.0,74.0,Máximo potencial,79.27
Bruma,22,RM LM ,48.0,48.0,48.0,58.0,58.0,62.0,62.0,57.0,57.0,57.0,72.0,72.0,72.0,80.0,80.0,78.0,78.0,78.0,80.0,80.0,78.0,78.0,74.0,74.0,78.0,74.0,Máximo potencial,71.0
M. Sanson,22,CDM CM ,75.0,75.0,75.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,80.0,80.0,80.0,79.0,79.0,79.0,79.0,79.0,78.0,78.0,78.0,78.0,76.0,76.0,78.0,76.0,Máximo potencial,79.0
A. Rabiot,22,CM ,75.0,75.0,75.0,74.0,74.0,75.0,75.0,78.0,78.0,78.0,80.0,80.0,80.0,77.0,77.0,78.0,78.0,78.0,76.0,76.0,77.0,77.0,75.0,75.0,77.0,75.0,Máximo potencial,78.36
R. Guerreiro,23,CM LB LWB LM ,72.0,72.0,72.0,78.0,78.0,80.0,80.0,77.0,77.0,77.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,79.0,79.0,75.0,75.0,79.0,75.0,Máximo potencial,79.18
H. Ziyech,24,CAM CM ,58.0,58.0,58.0,66.0,66.0,70.0,70.0,69.0,69.0,69.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,78.0,78.0,74.0,74.0,78.0,74.0,Máximo potencial,77.0
Jorginho,25,CM ,71.0,71.0,71.0,75.0,75.0,76.0,76.0,78.0,78.0,78.0,80.0,80.0,80.0,78.0,78.0,78.0,78.0,78.0,75.0,75.0,75.0,75.0,70.0,70.0,75.0,70.0,Máximo potencial,78.55
T. Meunier,25,RM RB ,78.0,78.0,78.0,80.0,80.0,80.0,80.0,79.0,79.0,79.0,78.0,78.0,78.0,79.0,79.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,Máximo potencial,78.18
Felipe Anderson,24,RM LW RW ,59.0,59.0,59.0,70.0,70.0,73.0,73.0,69.0,69.0,69.0,77.0,77.0,77.0,81.0,81.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,74.0,74.0,80.0,74.0,Máximo potencial,76.36
Rafinha,24,RW RM CM ,65.0,65.0,65.0,71.0,71.0,73.0,73.0,72.0,72.0,72.0,80.0,80.0,80.0,79.0,79.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,76.0,76.0,80.0,76.0,Máximo potencial,77.91
Sergi Roberto,25,CM CDM RB ,76.0,76.0,76.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,78.0,78.0,78.0,77.0,77.0,76.0,76.0,76.0,76.0,76.0,74.0,74.0,70.0,70.0,74.0,70.0,Máximo potencial,77.82
R. Barkley,23,RW CM RM CAM ,64.0,64.0,64.0,65.0,65.0,68.0,68.0,69.0,69.0,69.0,78.0,78.0,78.0,78.0,78.0,80.0,80.0,80.0,78.0,78.0,79.0,79.0,76.0,76.0,79.0,76.0,Máximo potencial,76.09
C. Bakambu,26,LM ST ,51.0,51.0,51.0,56.0,56.0,60.0,60.0,57.0,57.0,57.0,71.0,71.0,71.0,79.0,79.0,78.0,78.0,78.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,Máximo potencial,70.55
W. Zaha,24,LM RM ,47.0,47.0,47.0,57.0,57.0,61.0,61.0,56.0,56.0,56.0,70.0,70.0,70.0,80.0,80.0,78.0,78.0,78.0,80.0,80.0,78.0,78.0,74.0,74.0,78.0,74.0,Máximo potencial,70.18
G. Krychowiak,27,CDM ,80.0,80.0,80.0,74.0,74.0,73.0,73.0,79.0,79.0,79.0,74.0,74.0,74.0,67.0,67.0,68.0,68.0,68.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,Máximo potencial,72.45
K. Kampl,26,CAM CM ,61.0,61.0,61.0,70.0,70.0,73.0,73.0,73.0,73.0,73.0,80.0,80.0,80.0,79.0,79.0,80.0,80.0,80.0,78.0,78.0,78.0,78.0,70.0,70.0,78.0,70.0,Máximo potencial,77.91
A. Yarmolenko,27,RM RW ,52.0,52.0,52.0,59.0,59.0,64.0,64.0,62.0,62.0,62.0,76.0,76.0,76.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,79.0,79.0,81.0,79.0,Máximo potencial,74.45
Y. Belhanda,27,LW CAM ,63.0,63.0,63.0,68.0,68.0,71.0,71.0,70.0,70.0,70.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,76.0,76.0,79.0,76.0,Máximo potencial,76.55
Mário Fernandes,26,RM RWB ,79.0,79.0,79.0,80.0,80.0,80.0,80.0,78.0,78.0,78.0,75.0,75.0,75.0,76.0,76.0,74.0,74.0,74.0,75.0,75.0,74.0,74.0,72.0,72.0,74.0,72.0,Máximo potencial,75.73
J. Corona,24,RM ,49.0,49.0,49.0,59.0,59.0,63.0,63.0,58.0,58.0,58.0,74.0,74.0,74.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,75.0,75.0,80.0,75.0,Máximo potencial,72.36
Marcos Alonso,26,LB LM LWB ,77.0,77.0,77.0,79.0,79.0,80.0,80.0,78.0,78.0,78.0,76.0,76.0,76.0,77.0,77.0,75.0,75.0,75.0,76.0,76.0,75.0,75.0,74.0,74.0,75.0,74.0,Máximo potencial,76.45
M. Götze,25,CAM CM ,51.0,51.0,51.0,58.0,58.0,63.0,63.0,64.0,64.0,64.0,79.0,79.0,79.0,80.0,80.0,82.0,82.0,82.0,81.0,81.0,80.0,80.0,75.0,75.0,80.0,75.0,Máximo potencial,75.91
Illarramendi,27,CM ,74.0,74.0,74.0,75.0,75.0,76.0,76.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,75.0,77.0,77.0,77.0,74.0,74.0,75.0,75.0,70.0,70.0,75.0,70.0,Máximo potencial,78.27
Iturraspe,28,CM ,78.0,78.0,78.0,75.0,75.0,74.0,74.0,80.0,80.0,80.0,80.0,80.0,80.0,72.0,72.0,75.0,75.0,75.0,70.0,70.0,73.0,73.0,71.0,71.0,73.0,71.0,Máximo potencial,77.18
J. Wilshere,25,CDM CAM CM ,67.0,67.0,67.0,70.0,70.0,72.0,72.0,73.0,73.0,73.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,78.0,78.0,78.0,78.0,73.0,73.0,78.0,73.0,Máximo potencial,77.64
S. Rudy,27,RM RB CDM CM ,72.0,72.0,72.0,76.0,76.0,78.0,78.0,78.0,78.0,78.0,80.0,80.0,80.0,77.0,77.0,78.0,78.0,78.0,76.0,76.0,76.0,76.0,72.0,72.0,76.0,72.0,Máximo potencial,78.36
M. Lanzini,24,LM CAM ,42.0,42.0,42.0,54.0,54.0,59.0,59.0,55.0,55.0,55.0,74.0,74.0,74.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,78.0,78.0,73.0,73.0,78.0,73.0,Máximo potencial,71.55
R. Boudebouz,27,CAM ,46.0,46.0,46.0,56.0,56.0,61.0,61.0,58.0,58.0,58.0,75.0,75.0,75.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,74.0,74.0,79.0,74.0,Máximo potencial,72.64
Camacho,27,CM CDM ,80.0,80.0,80.0,75.0,75.0,74.0,74.0,80.0,80.0,80.0,76.0,76.0,76.0,69.0,69.0,72.0,72.0,72.0,67.0,67.0,70.0,70.0,70.0,70.0,70.0,70.0,Máximo potencial,74.73
Paulinho,28,CDM CM ,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,77.0,77.0,77.0,77.0,77.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,Máximo potencial,77.82
Giuliano,27,CAM ,56.0,56.0,56.0,61.0,61.0,64.0,64.0,64.0,64.0,64.0,75.0,75.0,75.0,79.0,79.0,80.0,80.0,80.0,79.0,79.0,79.0,79.0,77.0,77.0,79.0,77.0,Máximo potencial,74.09
M. Parolo,32,CDM CM ,78.0,78.0,78.0,78.0,78.0,78.0,78.0,80.0,80.0,80.0,80.0,80.0,80.0,77.0,77.0,78.0,78.0,78.0,76.0,76.0,78.0,78.0,78.0,78.0,78.0,78.0,Cercano al retiro,78.91
S. Jovetić,27,CAM ST ,49.0,49.0,49.0,55.0,55.0,59.0,59.0,56.0,56.0,56.0,73.0,73.0,73.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,80.0,80.0,81.0,80.0,Máximo potencial,71.36
M. Valbuena,32,LM CAM LW ,42.0,42.0,42.0,55.0,55.0,60.0,60.0,56.0,56.0,56.0,74.0,74.0,74.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,78.0,78.0,73.0,73.0,78.0,73.0,Cercano al retiro,71.36
K. Mirallas,29,LW LM ,56.0,56.0,56.0,64.0,64.0,67.0,67.0,63.0,63.0,63.0,74.0,74.0,74.0,80.0,80.0,79.0,79.0,79.0,80.0,80.0,79.0,79.0,77.0,77.0,79.0,77.0,Máximo potencial,73.45
Raúl García,30,RW CAM ,73.0,73.0,73.0,70.0,70.0,70.0,70.0,75.0,75.0,75.0,80.0,80.0,80.0,77.0,77.0,80.0,80.0,80.0,77.0,77.0,79.0,79.0,79.0,79.0,79.0,79.0,Máximo potencial,78.09
H. Ben Arfa,30,ST CAM ,49.0,49.0,49.0,54.0,54.0,59.0,59.0,58.0,58.0,58.0,74.0,74.0,74.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,75.0,75.0,79.0,75.0,Máximo potencial,71.73
Gabi,33,CM ,74.0,74.0,74.0,75.0,75.0,76.0,76.0,80.0,80.0,80.0,79.0,79.0,79.0,74.0,74.0,77.0,77.0,77.0,74.0,74.0,74.0,74.0,71.0,71.0,74.0,71.0,Cercano al retiro,77.82
B. Schweinsteiger,32,CDM CM ,76.0,76.0,76.0,71.0,71.0,72.0,72.0,78.0,78.0,78.0,79.0,79.0,79.0,72.0,72.0,76.0,76.0,76.0,72.0,72.0,74.0,74.0,73.0,73.0,74.0,73.0,Cercano al retiro,76.64
W. Rooney,31,ST CAM ,63.0,63.0,63.0,63.0,63.0,66.0,66.0,68.0,68.0,68.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,77.0,77.0,78.0,78.0,79.0,79.0,78.0,79.0,Cercano al retiro,74.82
T. Motta,34,CDM ,78.0,78.0,78.0,70.0,70.0,70.0,70.0,79.0,79.0,79.0,76.0,76.0,76.0,65.0,65.0,68.0,68.0,68.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,Cercano al retiro,72.64
M. Rashford,19,RM ST LM ,50.0,50.0,50.0,58.0,58.0,61.0,61.0,57.0,57.0,57.0,71.0,71.0,71.0,79.0,79.0,78.0,78.0,78.0,80.0,80.0,80.0,80.0,79.0,79.0,80.0,79.0,Joven promesa,70.55
S. Milinković-Savić,22,CAM CM ,76.0,76.0,76.0,74.0,74.0,74.0,74.0,77.0,77.0,77.0,79.0,79.0,79.0,76.0,76.0,77.0,77.0,77.0,75.0,75.0,78.0,78.0,78.0,78.0,78.0,78.0,Máximo potencial,77.36
Y. Tielemans,20,CAM CM ,69.0,69.0,69.0,70.0,70.0,72.0,72.0,75.0,75.0,75.0,79.0,79.0,79.0,74.0,74.0,77.0,77.0,77.0,74.0,74.0,75.0,75.0,73.0,73.0,75.0,73.0,Joven promesa,76.45
N. Bentaleb,22,CDM CM ,70.0,70.0,70.0,71.0,71.0,74.0,74.0,77.0,77.0,77.0,79.0,79.0,79.0,76.0,76.0,78.0,78.0,78.0,75.0,75.0,76.0,76.0,71.0,71.0,76.0,71.0,Máximo potencial,77.64
J. Brandt,21,CAM RM LM ,42.0,42.0,42.0,52.0,52.0,58.0,58.0,54.0,54.0,54.0,73.0,73.0,73.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,74.0,74.0,79.0,74.0,Joven promesa,70.82
K. Demirbay,23,CM CAM ,61.0,61.0,61.0,65.0,65.0,68.0,68.0,69.0,69.0,69.0,78.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,78.0,78.0,78.0,78.0,73.0,73.0,78.0,73.0,Máximo potencial,75.82
Samu Castillejo,22,LM RM ,46.0,46.0,46.0,58.0,58.0,62.0,62.0,59.0,59.0,59.0,74.0,74.0,74.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,78.0,78.0,71.0,71.0,78.0,71.0,Máximo potencial,72.18
P. Zieliński,23,CM ,64.0,64.0,64.0,73.0,73.0,75.0,75.0,72.0,72.0,72.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,78.0,78.0,72.0,72.0,78.0,72.0,Máximo potencial,77.09
Ricardo Pereira,23,RM LB RB ,75.0,75.0,75.0,79.0,79.0,80.0,80.0,78.0,78.0,78.0,78.0,78.0,78.0,80.0,80.0,78.0,78.0,78.0,78.0,78.0,76.0,76.0,72.0,72.0,76.0,72.0,Máximo potencial,78.36
Fred,24,CAM CDM CM ,70.0,70.0,70.0,76.0,76.0,77.0,77.0,76.0,76.0,76.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,78.0,78.0,77.0,77.0,72.0,72.0,77.0,72.0,Máximo potencial,78.18
J. Hector,27,LB CDM ,78.0,78.0,78.0,80.0,80.0,80.0,80.0,79.0,79.0,79.0,76.0,76.0,76.0,75.0,75.0,73.0,73.0,73.0,73.0,73.0,72.0,72.0,69.0,69.0,72.0,69.0,Máximo potencial,75.82
E. Can,23,CDM CM ,79.0,79.0,79.0,77.0,77.0,78.0,78.0,80.0,80.0,80.0,79.0,79.0,79.0,76.0,76.0,76.0,76.0,76.0,74.0,74.0,75.0,75.0,73.0,73.0,75.0,73.0,Máximo potencial,77.91
S. Kolašinac,24,LM LB ,79.0,79.0,79.0,77.0,77.0,76.0,76.0,73.0,73.0,73.0,65.0,65.0,65.0,67.0,67.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,66.0,66.0,65.0,66.0,Máximo potencial,67.0
A. Pléa,24,RM RW ST ,54.0,54.0,54.0,59.0,59.0,62.0,62.0,59.0,59.0,59.0,72.0,72.0,72.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,79.0,79.0,78.0,79.0,Máximo potencial,70.73
T. Stepanenko,27,CDM ,78.0,78.0,78.0,76.0,76.0,76.0,76.0,79.0,79.0,79.0,75.0,75.0,75.0,70.0,70.0,71.0,71.0,71.0,68.0,68.0,69.0,69.0,68.0,68.0,69.0,68.0,Máximo potencial,74.09
O. Shatov,26,RW LW LM ,57.0,57.0,57.0,64.0,64.0,67.0,67.0,65.0,65.0,65.0,75.0,75.0,75.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,75.0,75.0,79.0,75.0,Máximo potencial,74.09
Leo Baptistao,24,RM ST ,45.0,45.0,45.0,52.0,52.0,55.0,55.0,51.0,51.0,51.0,69.0,69.0,69.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,Máximo potencial,67.55
Denis Suárez,23,RM LM CM ,56.0,56.0,56.0,65.0,65.0,69.0,69.0,68.0,68.0,68.0,79.0,79.0,79.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,80.0,80.0,74.0,74.0,80.0,74.0,Máximo potencial,76.91
T. Hazard,24,RM LM CF ,49.0,49.0,49.0,59.0,59.0,64.0,64.0,60.0,60.0,60.0,75.0,75.0,75.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,80.0,80.0,75.0,75.0,80.0,75.0,Máximo potencial,73.64
J. Iličić,29,CAM CF ,48.0,48.0,48.0,56.0,56.0,61.0,61.0,60.0,60.0,60.0,76.0,76.0,76.0,79.0,79.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,77.0,77.0,80.0,77.0,Máximo potencial,73.55
Allan,26,CM ,78.0,78.0,78.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,79.0,79.0,79.0,77.0,77.0,77.0,77.0,77.0,75.0,75.0,75.0,75.0,72.0,72.0,75.0,72.0,Máximo potencial,78.64
P. Hernández,30,CAM CM ,70.0,70.0,70.0,70.0,70.0,71.0,71.0,75.0,75.0,75.0,79.0,79.0,79.0,76.0,76.0,79.0,79.0,79.0,75.0,75.0,77.0,77.0,74.0,74.0,77.0,74.0,Máximo potencial,77.36
D. Tadić,28,RM LM CAM ,49.0,49.0,49.0,56.0,56.0,60.0,60.0,59.0,59.0,59.0,74.0,74.0,74.0,78.0,78.0,79.0,79.0,79.0,77.0,77.0,76.0,76.0,72.0,72.0,76.0,72.0,Máximo potencial,72.0
Pablo Sarabia,25,CM LM RM ,42.0,42.0,42.0,53.0,53.0,58.0,58.0,54.0,54.0,54.0,73.0,73.0,73.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,78.0,78.0,74.0,74.0,78.0,74.0,Máximo potencial,70.55
