Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,GK
E. Johansen,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.6
W. Abdullah,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,64.0
Iván Villar,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.8
T. Carson,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.8
T. Duffner,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.8
Adrián López,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,64.0
A. Kristiansen,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
S. Paul,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
Z. Alomerović,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.6
J. Bava,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,64.2
R. Quiñonez,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.6
G. Moss,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.8
J. Kean,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
B. Murphy,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.4
P. Izzo,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.2
S. D'Angelo,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,65.8
A. Nübel,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.8
Edu Frias,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.8
C. Diop,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.8
M. Gillespie,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
R. Sattelmaier,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
G. Gallon,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
W. Pawłowski,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
J. Mitchell,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
A. Kofler,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
A. Mandrea,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.8
L. Vigouroux,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
Q. Beunardeau,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
W. Vendil,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.6
I. Jónsson,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
T. Naurin,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,64.4
M. Al Furayj,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
C. Acevedo,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.6
D. Davari,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.0
M. Sandberg,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
Lee Bum Young,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
L. Zidane,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.4
L. Fernandes,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
Andrés Prieto,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
O. Özenç,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.6
M. Oparin,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
Q. Westberg,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.4
D. van Crooij,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.8
G. Vailati,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.8
A. Lie,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
K. Debaty,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
O. Linnér,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.0
P. Jones,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.6
A. Cairns,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
G. Sandomierski,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.6
Y. Urbina,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.2
M. Ingram,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
B. Stuver,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.8
Y. Aygün,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.2
Kang Hyeon Mu,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
Leonardo,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
B. Magaña,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
V. Vasic,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.0
Tomeu Nadal,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
P. Tsintotas,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.4
N. Hengelman,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.4
Caio,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
A. Jovanović,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.0
L. Zima,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
A. Jakubech,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.2
M. Vigorito,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
K. Kamiński,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.2
Nelson Freitosa,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.6
R. Zentner,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
U. Çakır,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.4
S. Čupić,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.4
L. Price,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.6
L. Crosta,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.6
E. Guarna,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.6
J. Devecchi,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.6
P. Köhn,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.2
F. Al Masrahi,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
Nuno Macedo,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.8
D. Sappa,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
R. Spiegel,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
M. Miśkiewicz,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
E. Redoga,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
R. te Loeke,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
Yang Hyung Mo,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
L. Mocio,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
E. Özbir,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
Carlos Travisso,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.2
S. Callamand,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.2
Q. Braat,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.4
A. Berardi,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
D. Russo,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
C. Dobnik,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
I. Pomazun,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,64.0
R. Martínez,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
A. Mosquera,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
L. Martínez,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.8
M. Tyler,40,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.0
L. Souchaud,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.2
G. Kongshavn,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
J. Omlin,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
M. Tørnes,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,12.4
E. Ersu,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
S. Kiełpin,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.6
M. Al Anazi,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
F. Müller,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.4
T. Worra,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.6
T. Vollnhofer,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.8
D. Henderson,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.2
J. Jones,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
S. Müller,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.4
A. Nigmatullin,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
M. Schlingermann,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
N. Bertrams,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
E. Gertmonas,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.6
N. Soysal,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,64.4
J. Castillo,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
Filipe Mendes,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.8
Y. Nesterenko,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
F. Ben Mustapha,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
P. Klewin,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
Jaume Valens,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
F. Al Subaiei,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.2
J. Butez,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.6
R. Descamps,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.8
T. Lee,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.0
U. Yuvakuran,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
J. Aylagas,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.8
B. Garratt,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
J. Kempin,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
D. Vaca,39,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.0
T. Mikkelsen,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.4
A. Sala,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
S. Marinovic,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
D. Zibung,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.0
T. Boss,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
M. Şengezer,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
K. Jałocha,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.2
A. Engaña,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.2
B. de Jong,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
A. Desmas,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
E. Oelschlägel,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.8
M. Sourzac,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
A. Santurro,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,64.4
A. Brunst,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.6
Alminho Boas,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.2
Pedro,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
M. Dyngeland,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.6
I. Arboleda,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,64.8
R. Melgrati,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
M. Centeno,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
Jung San,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
M. Ratajczak,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,57.8
M. Caillard,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
F. Ruberto,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
A. Muric,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.2
A. Al Mazaidi,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.0
S. Slocombe,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
M. Svilar,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.8
S. Rasmussen,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.6
C. Pym,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
D. Bouzanis,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
Thierry Graça,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
L. García,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.8
O. Fredrikson,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.6
C. Neal,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.4
D. Carvajal,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
T. Erlandsson,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.0
A. Türkaslan,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
L. Reddy,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.2
Jang Dae Hee,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
Cantero,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.6
J. Shea,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
M. Dúbravka,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
Yang Han Been,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
M. McNulty,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.0
L. Corti,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.4
K. Seki,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.6
A. Horwath,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
P. Heigre,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
João Pinho,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
Lim Min Hyeok,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
Quique Cebriá,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
D. Bertaud,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
R. Adicéam,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
R. Costería,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.8
S. Anchoverri,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
F. Al Shammari,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.6
J. Day,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
M. Crépeau,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
Y. Brecher,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
E. Domaschke,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.6
T. Vaiho,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
F. Woodman,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
J. Ruddy,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.0
B. Olejnik,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.0
O. Kristinsson,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
M. Sharahili,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
B. Murphy,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.8
D. Iversen,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.0
F. Lončarić,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
Je Jong Hyeon,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
R. Ragni,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
B. Niasse,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
M. Cavallotti,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.2
B. Valette,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
V. Belon,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
M. Kuttin,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
De la Calzada,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
M. Engelhardt,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
P. Drewes,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
D. Delaunay,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
M. Buchalik,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
A. Plizzari,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.6
L. Königshofer,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
K. Roos,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
Y. van Osch,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
W. Norris,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
S. van der Lei,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
A. Abedzadeh,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
P. Grazziani,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
G. Poussin,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.4
O. Mandanda,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,63.4
J. Leyton,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
T. King,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
T. Chencinski,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.4
T. Nørgaard,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.0
R. Pillot,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
Álex Guanche,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
D. Bachmann,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
Emanuel Novo,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
M. Oxley,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
G. Rehak,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
J. Ledesma,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
L. Watkowiak,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.8
A. Tambakis,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
E. Ruiz,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
K. Eisele,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
Y. Fujigaya,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.0
F. Altamirano,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
G. Zabret,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.8
A. Meyer,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
V. Vorel,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
A. Dadakdeniz,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
J. Goda,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
Miguel Lázaro,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
E. Klenofsky,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
Fran,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.0
A. Dykstra,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.4
M. Havekotte,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.2
K. Müller,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
S. Sy,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.6
T. Glover,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
N. Iwadate,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,63.0
Leandro Pestanha,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,63.8
E. Zelazny,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
Galván,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
Marco,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
J. Duncan,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
A. Olliero,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
Lee Jin Hyung,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
Rafael Broetto,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
V. Gudiev,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
T. Miller,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
K. Piedrahita,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
M. Van Oekel,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.2
E. İşcan,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
A. Al Sdairy,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
A. Paleari,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.8
Aarón,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.0
